created_at,tweet,likes,retweet_count
2024-03-24,Media covered Rahul Gandhi’s speech during the campaign.,1971,69
2024-03-02,People are not convinced by Rahul Gandhi’s recent statements.,2170,753
2024-03-07,Opposition mocks Rahul Gandhi for his weak performance in debates.,3989,446
2024-03-14,People are impressed by Rahul Gandhi’s efforts to bring change.,4569,749
2024-03-28,Rahul Gandhi participated in a youth town hall meeting.,3335,688
2024-03-28,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,2721,43
2024-03-24,People are not convinced by Rahul Gandhi’s recent statements.,434,927
2024-03-28,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,329,559
2024-03-18,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,4919,246
2024-03-14,Public discussions continue around Rahul Gandhi’s promises.,1671,490
2024-03-29,Critics say Rahul Gandhi lacks clear vision for the economy.,3532,619
2024-03-03,Rahul Gandhi faces criticism for repetitive campaign points.,3131,789
2024-03-08,Rahul Gandhi struggles to gain trust among voters.,1383,906
2024-03-20,Opposition mocks Rahul Gandhi for his weak performance in debates.,2769,659
2024-03-05,Rahul Gandhi faces criticism for repetitive campaign points.,4078,97
2024-03-13,Voters discuss Rahul Gandhi’s new social welfare proposal.,291,488
2024-03-27,Rahul Gandhi faces criticism for repetitive campaign points.,408,73
2024-03-24,Opposition mocks Rahul Gandhi for his weak performance in debates.,794,639
2024-03-29,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,1049,704
2024-03-14,Rahul Gandhi faces criticism for repetitive campaign points.,3680,503
2024-03-20,Rahul Gandhi participated in a youth town hall meeting.,1129,891
2024-03-28,Rahul Gandhi struggles to gain trust among voters.,4655,84
2024-03-20,Public discussions continue around Rahul Gandhi’s promises.,1390,569
2024-03-09,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,1702,371
2024-03-30,People are not convinced by Rahul Gandhi’s recent statements.,1792,395
2024-03-08,Critics say Rahul Gandhi lacks clear vision for the economy.,4489,570
2024-03-12,Opposition mocks Rahul Gandhi for his weak performance in debates.,1912,655
2024-03-11,Rahul Gandhi struggles to gain trust among voters.,3626,51
2024-03-31,Media covered Rahul Gandhi’s speech during the campaign.,895,722
2024-03-29,Media covered Rahul Gandhi’s speech during the campaign.,1666,169
2024-03-05,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,56,720
2024-03-14,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,692,181
2024-03-12,Rahul Gandhi faces criticism for repetitive campaign points.,521,62
2024-03-16,Critics say Rahul Gandhi lacks clear vision for the economy.,4935,600
2024-03-03,People are impressed by Rahul Gandhi’s efforts to bring change.,4120,233
2024-03-03,Rahul Gandhi participated in a youth town hall meeting.,4065,274
2024-03-19,Critics say Rahul Gandhi lacks clear vision for the economy.,4138,955
2024-03-16,People are impressed by Rahul Gandhi’s efforts to bring change.,4638,282
2024-03-11,Public discussions continue around Rahul Gandhi’s promises.,1542,585
2024-03-13,Public discussions continue around Rahul Gandhi’s promises.,2119,403
2024-03-18,Rahul Gandhi struggles to gain trust among voters.,4252,270
2024-03-26,People are impressed by Rahul Gandhi’s efforts to bring change.,3631,454
2024-03-24,Rahul Gandhi participated in a youth town hall meeting.,284,970
2024-03-31,Rahul Gandhi attended a rally in Lucknow today.,2961,894
2024-03-07,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",4004,177
2024-03-27,Voters discuss Rahul Gandhi’s new social welfare proposal.,1818,909
2024-03-17,Voters discuss Rahul Gandhi’s new social welfare proposal.,3329,783
2024-03-23,Voters discuss Rahul Gandhi’s new social welfare proposal.,3695,536
2024-03-13,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,2401,616
2024-03-14,Rahul Gandhi attended a rally in Lucknow today.,480,610
2024-03-04,People are not convinced by Rahul Gandhi’s recent statements.,1364,891
2024-03-26,Rahul Gandhi struggles to gain trust among voters.,762,979
2024-03-28,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",4878,387
2024-03-13,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",476,360
2024-03-17,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,634,411
2024-03-15,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",2216,888
2024-03-04,People are impressed by Rahul Gandhi’s efforts to bring change.,72,249
2024-03-03,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",3650,26
2024-03-20,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",408,995
2024-03-06,People are not convinced by Rahul Gandhi’s recent statements.,390,200
2024-03-13,Voters discuss Rahul Gandhi’s new social welfare proposal.,4248,580
2024-03-30,People are impressed by Rahul Gandhi’s efforts to bring change.,2463,914
2024-03-01,Rahul Gandhi attended a rally in Lucknow today.,500,883
2024-03-15,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,3254,719
2024-03-23,Opposition mocks Rahul Gandhi for his weak performance in debates.,4794,261
2024-03-17,Media covered Rahul Gandhi’s speech during the campaign.,1382,323
2024-03-11,Media covered Rahul Gandhi’s speech during the campaign.,250,334
2024-03-24,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,4482,993
2024-03-06,Critics say Rahul Gandhi lacks clear vision for the economy.,780,657
2024-03-04,Public discussions continue around Rahul Gandhi’s promises.,3661,214
2024-03-02,Critics say Rahul Gandhi lacks clear vision for the economy.,2673,385
2024-03-20,People are impressed by Rahul Gandhi’s efforts to bring change.,767,838
2024-03-28,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,1742,384
2024-03-16,Rahul Gandhi attended a rally in Lucknow today.,1526,336
2024-03-05,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,1097,891
2024-03-16,People are not convinced by Rahul Gandhi’s recent statements.,4938,597
2024-03-07,Rahul Gandhi faces criticism for repetitive campaign points.,1413,406
2024-03-24,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,2546,961
2024-03-08,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,3855,631
2024-03-12,People are impressed by Rahul Gandhi’s efforts to bring change.,957,726
2024-03-06,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",1709,618
2024-03-11,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,4974,603
2024-03-21,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",180,429
2024-03-10,Rahul Gandhi struggles to gain trust among voters.,2350,884
2024-03-27,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,477,562
2024-03-13,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,3154,436
2024-03-10,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,4065,9
2024-03-01,Voters discuss Rahul Gandhi’s new social welfare proposal.,1315,223
2024-03-16,Voters discuss Rahul Gandhi’s new social welfare proposal.,4075,563
2024-03-02,Public discussions continue around Rahul Gandhi’s promises.,2445,301
2024-03-10,Public discussions continue around Rahul Gandhi’s promises.,3120,18
2024-03-24,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,1926,416
2024-03-29,Public discussions continue around Rahul Gandhi’s promises.,128,822
2024-03-25,Rahul Gandhi participated in a youth town hall meeting.,2108,496
2024-03-28,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,3349,851
2024-03-19,Rahul Gandhi participated in a youth town hall meeting.,527,86
2024-03-17,Rahul Gandhi struggles to gain trust among voters.,391,893
2024-03-26,Opposition mocks Rahul Gandhi for his weak performance in debates.,4827,548
2024-03-16,Rahul Gandhi participated in a youth town hall meeting.,686,756
2024-03-20,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,44,651
2024-03-11,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,4232,852
2024-03-31,Rahul Gandhi struggles to gain trust among voters.,2020,557
2024-03-08,Rahul Gandhi faces criticism for repetitive campaign points.,4855,725
2024-03-28,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,555,144
2024-03-09,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,639,375
2024-03-17,Opposition mocks Rahul Gandhi for his weak performance in debates.,3102,216
2024-03-05,Opposition mocks Rahul Gandhi for his weak performance in debates.,4802,283
2024-03-11,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,1554,33
2024-03-17,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,179,896
2024-03-26,Opposition mocks Rahul Gandhi for his weak performance in debates.,3894,908
2024-03-06,Opposition mocks Rahul Gandhi for his weak performance in debates.,4384,928
2024-03-29,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,1822,675
2024-03-28,Public discussions continue around Rahul Gandhi’s promises.,1471,934
2024-03-10,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,3614,229
2024-03-09,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,1280,701
2024-03-01,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,496,853
2024-03-16,Rahul Gandhi faces criticism for repetitive campaign points.,4127,73
2024-03-29,People are impressed by Rahul Gandhi’s efforts to bring change.,4756,94
2024-03-08,Rahul Gandhi attended a rally in Lucknow today.,2770,371
2024-03-06,Rahul Gandhi struggles to gain trust among voters.,1104,304
2024-03-11,People are not convinced by Rahul Gandhi’s recent statements.,93,529
2024-03-15,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,2896,99
2024-03-02,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,4145,840
2024-03-02,Rahul Gandhi struggles to gain trust among voters.,2674,383
2024-03-25,Rahul Gandhi participated in a youth town hall meeting.,3528,836
2024-03-09,People are not convinced by Rahul Gandhi’s recent statements.,1578,123
2024-03-11,Public discussions continue around Rahul Gandhi’s promises.,3030,14
2024-03-02,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,1111,931
2024-03-27,Rahul Gandhi attended a rally in Lucknow today.,935,441
2024-03-03,People are impressed by Rahul Gandhi’s efforts to bring change.,620,881
2024-03-09,Media covered Rahul Gandhi’s speech during the campaign.,1786,850
2024-03-21,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",411,741
2024-03-24,Opposition mocks Rahul Gandhi for his weak performance in debates.,2413,566
2024-03-06,Opposition mocks Rahul Gandhi for his weak performance in debates.,2754,280
2024-03-18,Opposition mocks Rahul Gandhi for his weak performance in debates.,1951,348
2024-03-05,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,2449,469
2024-03-22,People are not convinced by Rahul Gandhi’s recent statements.,1546,193
2024-03-30,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,16,709
2024-03-31,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,3956,226
2024-03-16,Rahul Gandhi struggles to gain trust among voters.,1102,596
2024-03-15,People are impressed by Rahul Gandhi’s efforts to bring change.,1157,103
2024-03-02,People are not convinced by Rahul Gandhi’s recent statements.,2235,453
2024-03-17,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,1372,432
2024-03-02,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,4676,320
2024-03-25,Media covered Rahul Gandhi’s speech during the campaign.,4189,830
2024-03-06,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,2717,927
2024-03-21,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,4846,945
2024-03-15,Rahul Gandhi faces criticism for repetitive campaign points.,1445,271
2024-03-26,Rahul Gandhi attended a rally in Lucknow today.,4689,173
2024-03-27,Voters discuss Rahul Gandhi’s new social welfare proposal.,1342,750
2024-03-14,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",455,921
2024-03-30,People are not convinced by Rahul Gandhi’s recent statements.,1965,298
2024-03-09,Rahul Gandhi attended a rally in Lucknow today.,3181,768
2024-03-13,Public discussions continue around Rahul Gandhi’s promises.,2080,616
2024-03-18,People are not convinced by Rahul Gandhi’s recent statements.,827,644
2024-03-18,Opposition mocks Rahul Gandhi for his weak performance in debates.,1063,249
2024-03-28,People are not convinced by Rahul Gandhi’s recent statements.,2188,442
2024-03-15,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,4358,312
2024-03-16,Public discussions continue around Rahul Gandhi’s promises.,4945,24
2024-03-26,Rahul Gandhi faces criticism for repetitive campaign points.,4855,670
2024-03-01,Opposition mocks Rahul Gandhi for his weak performance in debates.,3769,954
2024-03-15,Rahul Gandhi attended a rally in Lucknow today.,872,955
2024-03-15,Critics say Rahul Gandhi lacks clear vision for the economy.,4655,714
2024-03-21,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,2785,924
2024-03-04,Rahul Gandhi faces criticism for repetitive campaign points.,4299,124
2024-03-04,Rahul Gandhi attended a rally in Lucknow today.,203,432
2024-03-23,People are impressed by Rahul Gandhi’s efforts to bring change.,88,843
2024-03-30,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",1523,182
2024-03-28,Rahul Gandhi attended a rally in Lucknow today.,4419,648
2024-03-18,Media covered Rahul Gandhi’s speech during the campaign.,1808,338
2024-03-27,People are impressed by Rahul Gandhi’s efforts to bring change.,69,549
2024-03-08,Opposition mocks Rahul Gandhi for his weak performance in debates.,4962,933
2024-03-09,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,3397,455
2024-03-06,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,3819,836
2024-03-23,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,4990,332
2024-03-25,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,3357,389
2024-03-08,Public discussions continue around Rahul Gandhi’s promises.,2352,694
2024-03-04,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,3015,721
2024-03-20,People are not convinced by Rahul Gandhi’s recent statements.,4940,303
2024-03-30,Rahul Gandhi faces criticism for repetitive campaign points.,4479,155
2024-03-07,People are not convinced by Rahul Gandhi’s recent statements.,2097,238
2024-03-04,People are impressed by Rahul Gandhi’s efforts to bring change.,3606,481
2024-03-28,Rahul Gandhi faces criticism for repetitive campaign points.,3814,353
2024-03-21,People are impressed by Rahul Gandhi’s efforts to bring change.,1660,859
2024-03-17,Rahul Gandhi struggles to gain trust among voters.,2515,871
2024-03-20,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,1145,790
2024-03-21,Rahul Gandhi participated in a youth town hall meeting.,1631,462
2024-03-29,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,1395,29
2024-03-24,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",1394,855
2024-03-31,Rahul Gandhi struggles to gain trust among voters.,4630,756
2024-03-11,Rahul Gandhi struggles to gain trust among voters.,796,662
2024-03-14,Rahul Gandhi participated in a youth town hall meeting.,4804,741
2024-03-19,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",3567,895
2024-03-09,People are not convinced by Rahul Gandhi’s recent statements.,4614,778
2024-03-01,Critics say Rahul Gandhi lacks clear vision for the economy.,1371,121
2024-03-15,Rahul Gandhi faces criticism for repetitive campaign points.,2172,563
2024-03-08,Rahul Gandhi struggles to gain trust among voters.,347,502
2024-03-24,Rahul Gandhi attended a rally in Lucknow today.,3107,397
2024-03-03,Rahul Gandhi attended a rally in Lucknow today.,2495,346
2024-03-30,Voters discuss Rahul Gandhi’s new social welfare proposal.,859,865
2024-03-23,Rahul Gandhi faces criticism for repetitive campaign points.,562,174
2024-03-14,Rahul Gandhi faces criticism for repetitive campaign points.,4998,968
2024-03-24,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,1179,978
2024-03-17,Critics say Rahul Gandhi lacks clear vision for the economy.,507,148
2024-03-11,Media covered Rahul Gandhi’s speech during the campaign.,4718,803
2024-03-13,People are impressed by Rahul Gandhi’s efforts to bring change.,887,905
2024-03-15,Rahul Gandhi participated in a youth town hall meeting.,3593,952
2024-03-05,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",3258,844
2024-03-03,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",2306,410
2024-03-30,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,2964,284
2024-03-05,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,2294,188
2024-03-03,People are not convinced by Rahul Gandhi’s recent statements.,602,482
2024-03-31,Rahul Gandhi faces criticism for repetitive campaign points.,2254,575
2024-03-27,Rahul Gandhi participated in a youth town hall meeting.,885,590
2024-03-07,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,2593,625
2024-03-03,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,1229,440
2024-03-25,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",953,513
2024-03-29,Critics say Rahul Gandhi lacks clear vision for the economy.,3444,859
2024-03-07,Critics say Rahul Gandhi lacks clear vision for the economy.,4708,147
2024-03-29,Critics say Rahul Gandhi lacks clear vision for the economy.,4855,428
2024-03-10,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,3300,483
2024-03-31,Public discussions continue around Rahul Gandhi’s promises.,4394,940
2024-03-05,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,4284,985
2024-03-21,People are not convinced by Rahul Gandhi’s recent statements.,3862,297
2024-03-17,Rahul Gandhi attended a rally in Lucknow today.,759,84
2024-03-17,Opposition mocks Rahul Gandhi for his weak performance in debates.,3329,498
2024-03-19,Media covered Rahul Gandhi’s speech during the campaign.,3458,245
2024-03-30,Public discussions continue around Rahul Gandhi’s promises.,3648,656
2024-03-01,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,4589,384
2024-03-26,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,90,294
2024-03-30,Rahul Gandhi struggles to gain trust among voters.,778,139
2024-03-11,People are impressed by Rahul Gandhi’s efforts to bring change.,600,95
2024-03-14,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,2864,45
2024-03-20,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,909,167
2024-03-13,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,3711,202
2024-03-16,People are not convinced by Rahul Gandhi’s recent statements.,2093,310
2024-03-27,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,1931,757
2024-03-05,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,4204,202
2024-03-27,Opposition mocks Rahul Gandhi for his weak performance in debates.,503,632
2024-03-06,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",2711,880
2024-03-02,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",4515,763
2024-03-25,Opposition mocks Rahul Gandhi for his weak performance in debates.,3165,451
2024-03-06,Rahul Gandhi faces criticism for repetitive campaign points.,2875,848
2024-03-28,Voters discuss Rahul Gandhi’s new social welfare proposal.,2254,623
2024-03-18,Voters discuss Rahul Gandhi’s new social welfare proposal.,2188,591
2024-03-21,Media covered Rahul Gandhi’s speech during the campaign.,3750,132
2024-03-13,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,2729,577
2024-03-21,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",4836,892
2024-03-18,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",1813,557
2024-03-01,Opposition mocks Rahul Gandhi for his weak performance in debates.,3778,454
2024-03-16,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,710,347
2024-03-31,Media covered Rahul Gandhi’s speech during the campaign.,1649,598
2024-03-25,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",2728,474
2024-03-08,Rahul Gandhi struggles to gain trust among voters.,1812,428
2024-03-16,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,136,597
2024-03-25,Opposition mocks Rahul Gandhi for his weak performance in debates.,2847,430
2024-03-09,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,4702,331
2024-03-27,Rahul Gandhi attended a rally in Lucknow today.,1494,377
2024-03-23,Rahul Gandhi participated in a youth town hall meeting.,3080,873
2024-03-03,Rahul Gandhi attended a rally in Lucknow today.,4812,178
2024-03-06,Rahul Gandhi attended a rally in Lucknow today.,1854,906
2024-03-12,Rahul Gandhi participated in a youth town hall meeting.,2115,343
2024-03-06,People are impressed by Rahul Gandhi’s efforts to bring change.,1122,341
2024-03-19,Rahul Gandhi participated in a youth town hall meeting.,4241,940
2024-03-09,Critics say Rahul Gandhi lacks clear vision for the economy.,3540,148
2024-03-23,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,4583,362
2024-03-19,Rahul Gandhi participated in a youth town hall meeting.,3064,161
2024-03-13,Public discussions continue around Rahul Gandhi’s promises.,4609,799
2024-03-30,Rahul Gandhi faces criticism for repetitive campaign points.,499,64
2024-03-19,People are not convinced by Rahul Gandhi’s recent statements.,3847,4
2024-03-16,People are not convinced by Rahul Gandhi’s recent statements.,3851,864
2024-03-30,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,1110,241
2024-03-22,Public discussions continue around Rahul Gandhi’s promises.,2284,873
2024-03-19,Rahul Gandhi participated in a youth town hall meeting.,1198,667
2024-03-03,Rahul Gandhi attended a rally in Lucknow today.,1303,856
2024-03-15,Critics say Rahul Gandhi lacks clear vision for the economy.,3657,680
2024-03-04,Rahul Gandhi attended a rally in Lucknow today.,498,61
2024-03-10,Rahul Gandhi faces criticism for repetitive campaign points.,3904,296
2024-03-01,Opposition mocks Rahul Gandhi for his weak performance in debates.,4937,948
2024-03-13,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,2096,606
2024-03-14,Rahul Gandhi participated in a youth town hall meeting.,2270,612
2024-03-16,Public discussions continue around Rahul Gandhi’s promises.,566,727
2024-03-10,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",2166,615
2024-03-07,People are impressed by Rahul Gandhi’s efforts to bring change.,1067,578
2024-03-18,Media covered Rahul Gandhi’s speech during the campaign.,4155,381
2024-03-04,Media covered Rahul Gandhi’s speech during the campaign.,1980,588
2024-03-08,People are impressed by Rahul Gandhi’s efforts to bring change.,2017,353
2024-03-14,Public discussions continue around Rahul Gandhi’s promises.,2327,417
2024-03-29,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,4785,460
2024-03-24,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",393,992
2024-03-11,Rahul Gandhi struggles to gain trust among voters.,4853,944
2024-03-03,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,4256,844
2024-03-17,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,3281,741
2024-03-04,Voters discuss Rahul Gandhi’s new social welfare proposal.,4318,986
2024-03-02,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,4457,239
2024-03-25,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,1486,872
2024-03-24,Rahul Gandhi attended a rally in Lucknow today.,4400,910
2024-03-24,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,3919,875
2024-03-30,Critics say Rahul Gandhi lacks clear vision for the economy.,399,973
2024-03-13,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",225,39
2024-03-29,Opposition mocks Rahul Gandhi for his weak performance in debates.,1290,724
2024-03-15,Media covered Rahul Gandhi’s speech during the campaign.,3770,426
2024-03-11,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",2494,710
2024-03-06,Rahul Gandhi participated in a youth town hall meeting.,1169,352
2024-03-25,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",3723,196
2024-03-23,People are impressed by Rahul Gandhi’s efforts to bring change.,3268,574
2024-03-28,Voters discuss Rahul Gandhi’s new social welfare proposal.,2663,236
2024-03-24,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,3922,503
2024-03-23,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",2403,297
2024-03-04,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,1027,300
2024-03-04,People are impressed by Rahul Gandhi’s efforts to bring change.,3764,836
2024-03-11,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,4654,916
2024-03-20,Critics say Rahul Gandhi lacks clear vision for the economy.,1333,309
2024-03-25,Critics say Rahul Gandhi lacks clear vision for the economy.,2382,703
2024-03-28,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,1243,380
2024-03-25,Public discussions continue around Rahul Gandhi’s promises.,3615,457
2024-03-28,People are impressed by Rahul Gandhi’s efforts to bring change.,360,402
2024-03-21,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",1996,600
2024-03-30,Rahul Gandhi faces criticism for repetitive campaign points.,3229,42
2024-03-27,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,2615,43
2024-03-05,Rahul Gandhi attended a rally in Lucknow today.,2113,932
2024-03-06,Media covered Rahul Gandhi’s speech during the campaign.,3793,511
2024-03-16,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,1579,525
2024-03-28,Public discussions continue around Rahul Gandhi’s promises.,2169,819
2024-03-24,People are not convinced by Rahul Gandhi’s recent statements.,3733,893
2024-03-14,People are impressed by Rahul Gandhi’s efforts to bring change.,1483,386
2024-03-09,Supporters appreciate Rahul Gandhi for connecting with students and farmers.,1382,868
2024-03-15,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,4064,721
2024-03-29,Rahul Gandhi faces criticism for repetitive campaign points.,2433,363
2024-03-18,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,4847,691
2024-03-17,Media covered Rahul Gandhi’s speech during the campaign.,1481,701
2024-03-25,Voters discuss Rahul Gandhi’s new social welfare proposal.,1474,517
2024-03-21,Media covered Rahul Gandhi’s speech during the campaign.,3332,110
2024-03-18,Opposition mocks Rahul Gandhi for his weak performance in debates.,4629,903
2024-03-15,Voters discuss Rahul Gandhi’s new social welfare proposal.,755,542
2024-03-23,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,2614,977
2024-03-08,Rahul Gandhi attended a rally in Lucknow today.,734,83
2024-03-19,Public discussions continue around Rahul Gandhi’s promises.,594,128
2024-03-06,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,1872,985
2024-03-06,Rahul Gandhi participated in a youth town hall meeting.,3774,312
2024-03-19,Critics say Rahul Gandhi lacks clear vision for the economy.,2715,18
2024-03-17,Opposition mocks Rahul Gandhi for his weak performance in debates.,913,507
2024-03-31,Rahul Gandhi struggles to gain trust among voters.,2972,445
2024-03-14,Rahul Gandhi faces criticism for repetitive campaign points.,1452,796
2024-03-17,Opposition mocks Rahul Gandhi for his weak performance in debates.,4292,44
2024-03-22,Rahul Gandhi struggles to gain trust among voters.,4649,154
2024-03-22,Critics say Rahul Gandhi lacks clear vision for the economy.,1281,780
2024-03-31,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,1522,86
2024-03-08,Rahul Gandhi attended a rally in Lucknow today.,3940,837
2024-03-28,Critics say Rahul Gandhi lacks clear vision for the economy.,2937,908
2024-03-20,People are impressed by Rahul Gandhi’s efforts to bring change.,3755,416
2024-03-16,Rahul Gandhi struggles to gain trust among voters.,1621,154
2024-03-18,Critics say Rahul Gandhi lacks clear vision for the economy.,3314,613
2024-03-05,People are not convinced by Rahul Gandhi’s recent statements.,1400,204
2024-03-06,Voters discuss Rahul Gandhi’s new social welfare proposal.,4249,110
2024-03-20,Public discussions continue around Rahul Gandhi’s promises.,4270,780
2024-03-25,Rahul Gandhi struggles to gain trust among voters.,3925,688
2024-03-24,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",4051,221
2024-03-02,Rahul Gandhi attended a rally in Lucknow today.,1365,511
2024-03-30,Opposition mocks Rahul Gandhi for his weak performance in debates.,428,362
2024-03-31,Rahul Gandhi participated in a youth town hall meeting.,1155,613
2024-03-19,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,3252,675
2024-03-18,People are impressed by Rahul Gandhi’s efforts to bring change.,2610,576
2024-03-04,Rahul Gandhi struggles to gain trust among voters.,179,116
2024-03-04,People are not convinced by Rahul Gandhi’s recent statements.,1630,33
2024-03-17,"Rahul Gandhi speaks about unity, equality, and youth empowerment.",3743,368
2024-03-03,Rahul Gandhi gaining praise for his calm and thoughtful speeches.,905,66
2024-03-03,Critics say Rahul Gandhi lacks clear vision for the economy.,3896,520
2024-03-02,Rahul Gandhi focuses on uplifting the poor and marginalized communities.,765,638
